id,lyrics,embedding
7DPQLMZ6PWAXw4MLxFgI7X,it was still dark when mark arrived maybe 6 45 in the morning time in the tenth grade we was tight friends but neither of us had a driver s license his aunt was a flight attendant and she d leave town with a cadillac unattended so we used to get tempted that intense tendency to tend to what we wasn t meant to we would skip out on class and shit to go visit other schools just tryin to act cool and looking back i have to laugh at it cause all we did was burn up gas and flunk math fool but still it was super ill i mean two teenagers in a new seville with 1987 in the tapedeck that was a part of my life that i ll never forget it went the soundtrack still runs through my head i gotta keep every single step as old as we get we don t forget we won t forget we don t forget the soundtrack still runs through my head i gotta keep every single step as old as we get we don t forget we won t forget we don t forget and you can t tell me nothing about frontin we wasn t even sixteen yet come on jump in cruise control until we lose control max the low end out to let it bruise my soul and god knows i should have been studying so maybe i could grow up and be somebody but i loved the looks that the girls shot at me from the bus stop when we pulled up in that caddy good thing back then i had bad game otherwise there probably be a few with my last name better that my true love was rap now let it auto reverse until the bad dub snaps felt so right forgot we was wrong sittin at a stop light singin along when i look in my rearview now what would i see if i didn t have the music in my history now give it to me  the soundtrack still runs through my head i gotta keep every single step as old as we get we don t forget we won t forget we don t forget the soundtrack still runs through my head i gotta keep every single step as old as we get we don t forget we won t forget we don t forget and we was just a couple of kids it was right around the same time that nobody was beatin the biz had that and i know you got soul on a tape that i made recorded em off a travitron show i was addicted to the radio make my request and wait for it holdin my finger on the pause button like now go i guess that was the original download rap videos and girls digits a fifteen pack of blank cassettes for christmas used to steal mom s change if it s easy to we used to make up names for our graffiti crew used to talk about makin it big and if we ever got rich the way we would live hey mark we ain t there yet but if you can hear my voice then turn your stereo up like what the soundtrack still runs through my head i gotta keep every single step as old as we get we don t forget we won t forget we don t forget the soundtrack still runs through my head i gotta keep every single step as old as we get we don t forget we won t forget we don t forget3,"[-5.817616939544678, -3.944868564605713, -6.653331756591797, -4.80350399017334, -2.22652530670166, -6.26149845123291, -5.715561389923096, -7.0906548500061035, -4.9850287437438965, -5.2704315185546875, -4.900769233703613, -6.837313175201416, -7.225066184997559, -6.231529235839844, -6.8737592697143555, -7.520483016967773, -7.889125823974609, -4.978274345397949, -4.988184452056885, -7.253299713134766, -3.2820119857788086, -7.223983287811279, -2.812014102935791, -6.5404767990112305, -7.347606658935547, -6.228763103485107, -6.867718696594238]"
6JzHbcvhnuhcuAmX1ksOxA,i ain t no scholar i don t write no books i done spent my money on my last girl honey and she hates my guts i paid my rent late so my landlord s angry and all this shit keeps piling up and tryin to hang me i get my lovin on the run so don t you try to slow me down and walk around it sick of tryin to strum along wit yo love song so leave me here to pour another drink on the rocks oh all of this will hold you down onto the ground until you re crawling on the gravel like a regular guy oh all of this will hold you down onto the ground until you re drowning in your sorrows with a bottle of rye i ain t got no savior i ain t got no time i know i m stuck with a problem that ll come through and swallow up my last dime all i wanted was some peace and quiet to take me out of here before i start a riot lost my reason i done lost my way i done sat here for hours and heard all the songs that the jukebox plays so keep your sunny days away from here and i ll pour the liquor down and smile while i say life s been on the rocks i ve taken my last shot at holding on to life s been on the rocks i ve taken my last shot at holding on to oh all of this will hold you down onto the ground until you re crawling on the gravel like a regular guy oh all of this will hold you down onto the ground until you re drowning in your sorrows with a bottle of rye,"[-7.250217914581299, -6.994437217712402, -1.9560271501541138, -0.7871081233024597, -4.365174293518066, -3.746257781982422, -6.68394136428833, -6.745937347412109, -3.508152484893799, -2.3263936042785645, -3.198786973953247, -4.443903923034668, -6.054393291473389, -6.862706661224365, -5.873145580291748, -7.5383100509643555, -6.095404148101807, -5.855003356933594, -6.244603157043457, -5.798627853393555, -4.843618869781494, -7.13740873336792, -4.686205863952637, -6.662603855133057, -5.9621124267578125, -2.4777190685272217, -7.456345558166504]"
3IBMhstsm2DCrZMjLJssN5,blue collar eddy and his better half dolores used to be mantelpieces down at the black forest and i don t know if that bar still exists but when it did so did they a couple bleeding heart kids everything volatile every night vodka style hop a stool be discrete and just watch a while but do your best to keep the level observational drama is attractive so push it when it takes a pull and each night s a random when you ve paid a ransom for the right to sing along with them drinking anthems and these fools paid so many dues that everybody stops to salute but one night after another fight a couple from an opposite table offered an invite dolores didn t want to join em wasn t feeling social but eddy was so aggravated that he had to poke holes he walked over sat in the dialogue and called at dolores like some kind of dog she can t believe it she s done she s had it but she doesn t want to make another scene in this establishment she got up and moseyed over and put her arm up around eddy s shoulder nobody s sober the song is the same sometimes you stick out your chin to catch the rain you could be a winner you could be a loser gotta wake up when you hear the rooster sometimes it s just too simple to live your life wrong gotta do right for you when the time comes the clock keeps drinking they keep ticking there s two more people who get to play positions samantha and chuck not a couple just roommates out having too many shots on a tuesday who knew they d be tools for the duo put a little bit of fire on the fuel it s a kind of blue intentions ain t cruel but everybody s so ready to bend up the rules now there s chuck staring at dolores eddy is distracted by samantha so he doesn t notice and everybody s too fucked up to even assess the mess much less care enough more whiskey a picture a premium eddy s getting tipsy he didn t see it coming on his way back from a visit with that urinal tryna straighten out his thoughts and the vertigo weaves through stops when he seen em picture perfect it looked just like freedom dolores on chuck s lap kissing him hard eddy dipped into the winter left em all at the bar sometimes you got to follow what s felt inside between the power struggles and selfish pride no one s allowed to cry unfair because now they re both good to drink alone somewhere  1,"[-6.814277172088623, -7.125035285949707, -5.044976711273193, -1.8942558765411377, -3.1111485958099365, -5.996898174285889, -4.0243988037109375, -6.898907661437988, -6.347860813140869, -3.6496524810791016, -2.9568212032318115, -5.7999091148376465, -6.728179454803467, -7.875331401824951, -7.271604061126709, -7.383940696716309, -8.076008796691895, -7.038617134094238, -8.13345718383789, -7.405454158782959, -4.467507362365723, -7.812098503112793, -3.619234561920166, -7.361328601837158, -7.782629013061523, -6.492185115814209, -7.556799411773682]"
5OmcnFH77xm4IETrbEvhlq,ain t no way to explain or say how painful the hangover was today in front of the toilet hands and knees trying to breathe in between the dry heaves my baby made me some coffee afraid that if i drink some it s probably coming right back out me couple of advil relax and chill at a standstill with how bad i feel i think i need to smell fresh air so i stepped out the back door and fell down the stairs the sunlight hit me dead in the eye like it s mad that i gave half the day to last night my bad sight made me trip on my ass right into that patch of grass like that s life all of a sudden i realize something the weather is amazing even the birds are bumpin stood up and took a look and a breath and there s that bike that i forgot that i possessed never really seen exercise as friendly but i think something s telling me to ride that 10 speed the brakes are broken it s alright the tires got air and the chain seems tight hopped on and felt the summertime it reminds me of one of them musab lines like sunshine sunshine it s fine i feel it in my skin warming up my mind sometimes you gotta give in to win i love the days when it shines whoah let it shine sunshine sunshine it s fine i feel it in my skin warming up my mind sometimes you gotta give in to win i love the days when it shines whoah let it shine sunshine sunshine it s fine i feel it in my skin warming up my mind sometimes you gotta give in to win i love the days when it shines whoah let it shine sunshine sunshine it s fine i feel it in my skin warming up my mind sometimes you gotta give in to win i love the days when it shines whoah let it shine if i could i would keep this feeling in a plastic jar bust it out whenever someone s actin hard settle down barbeque in the backyard the kids get treats and old folks get classic cars every day that gets to pass is a success and every woman looks better in a sun dress the sunshine s an excuse to shoot hoops get juice show improve their moves and let loose i hear voices i see smiles to match em good times and you can feel it in the fashion even though the heat cooks up the action the streets still got butterflies enough kids to catch em ridin my bike around these lakes man feelin like i finally figured out my escape plan take it all and the day started off all wrong somehow now that hangover is all gone ain t nothing like the sound of the leaves when the breeze penetrates these southside trees leanin up against one watchin the vibe forgettin all about the stress thanking god i m alive it s so simple i had to keep the song simple when i get home i m gonna open all the windows feelin all right stopped at a stop sign a car pulled up bumpin fresh prince s summertime summer summers fine feel it in my skin warming up my mind sometimes you gotta give in to win i love the days when it shines woah let it shine woah let it shine woah let it shine woah let it shine woah let it29,"[-3.7474701404571533, -5.109635353088379, -5.487997055053711, -3.6376657485961914, -1.6580384969711304, -5.784082412719727, -5.375392436981201, -7.142910957336426, -4.712116718292236, -2.7629995346069336, -4.680561065673828, -5.068664073944092, -4.809137344360352, -4.1843180656433105, -4.992042541503906, -6.508201599121094, -5.885120391845703, -2.731707811355591, -0.44933485984802246, -4.6899895668029785, -4.357287406921387, -4.973596572875977, -1.1600573062896729, -4.331979751586914, -5.905630111694336, -3.8595986366271973, -4.3541154861450195]"
5QjdDw6ZNyBo9YwkrrbJEr,tell me with your back against the bottom there s somethin bout these days that got you caught up toss another empty bottle to the bay what did you say what did you do when life came crashing down on you i should have seen it when you broke down stop and listen and stop acting like you don t have a position cause i could see it from the jump when i kissed you and feel it through the walls that you constantly put your fist through you re pissed but you ain t gotta fight like this life isn t worth a dime with a knife sliced wrist spent a whole bunch of time trying to write your list but the to make you bite your lip little girl little love little hold my head to the ground in the mud little i m not comin back up til the whole sky falls down on top of me and breaks my trust now run and think about it all think about the last chance given and the first round fall and if that can t get you back to where you start just call and meet me in the place where we always are tell me with your back against the bottom there s somethin bout these days that got you caught up toss another empty bottle to the bay what did you say what did you do when life came crashing down on you i should have seen it when i came back yup i shoulda cause you don t see the things that i really wish that you would ve no you don t make the effort i really thought that you could ve to unlock the cage where you put us and take another stab at it fly fishin for the catch with my heart tied onto the only line that you cast and if i don t sink this raft right now i mma float down the river til my last breaths gasp yeah little lock little key little drop my boxes of thoughts into the sea no i m not comin back out til the whole world stops in its tracks and admits its defeat for good back to the shackles back to the comfort of the things that attack you and make you cold i m over tryin to make this home so just go and leave me in the place that we ll always know tell me with your back against the bottom there s somethin bout these days that got you caught up toss another empty bottle to the bay what did you say what did you do when life came crashing down on you ,"[-7.197859287261963, -7.237634181976318, -3.2944815158843994, -2.0014796257019043, -4.291210174560547, -4.7557525634765625, -4.480043411254883, -3.1347005367279053, -4.552430152893066, -3.8382949829101562, -3.3818259239196777, -5.498992919921875, -6.836090087890625, -7.310090065002441, -6.72634220123291, -8.9871826171875, -7.41786003112793, -7.509134769439697, -5.1598968505859375, -7.195086479187012, -5.252053737640381, -8.913246154785156, -5.169865131378174, -8.375469207763672, -7.170141220092773, -5.080512046813965, -6.816946029663086]"
6pjtzCoLhSQeQQmPEFad3F,they want us to fight but we just want to get high work all day all night trying to get fly when i get some money i mma buy me some time i can t fight your war until i m finished with mine i used to be mad at the government redirected some of my anger towards the mothership trying to guess which shell living hell sleeps under when the grand scheme plan keeps all these people wonderin why we still runnin in place frustrated pride is mistaken for hate it s upgraded i got a little breath left let s suffocate it point at the epiphanies and call em all drug related the time i spent with my life on bent trying to find the friends inside my head must have disengaged every phase and stage of of my i m coming i m coming i m coming of age my unofficial autobio will be accompanied with tips on how to smile cause i ve found that when they don t see you frown they never know that you re a threat and they don t sweat you when you came around so who s going to be my next door savior step up to your neighbor and do me a favour take off the mask let it all collapse empty the pack and watch your wings grow back society becomes jealousy intimacy becomes intensity say it with a smile like it s meant to be and all of a sudden boom american family and i can tell when your mad at your past because you tend to take the turns just a little too fast and i can tell how you push your foot on the gas that you already knew that you was gunna finish last slow it down and take a little time to look up at them clouds with the fake silver lining up in a tree knowing damn well you never reach the top but you don t stop you keep climbing well okay it s settled no more nights in this weed and thorn infested meadow uh uh from this day forth only forward i pedal get the memo i m cutting the strings gepetto shuffle the cards and let s argue rooted in between the computer games and cartoons stop and watch us all get lost between god and a shot of scotch let s get fly uh huh gon work all day work all night uh huh won t fight your war until im finished with mine uh huh gonna forward move gonna buy me some time uh huh im cutting your strings and keeping my smile 3,"[-7.315167427062988, -6.329680919647217, -2.248115301132202, -0.27326834201812744, -3.8456130027770996, -5.660098075866699, -5.7670207023620605, -6.267698764801025, -6.186782360076904, -3.816657543182373, -3.980287551879883, -5.033285617828369, -6.073307514190674, -7.185225963592529, -6.794225215911865, -8.618124008178711, -7.711698055267334, -6.5794854164123535, -8.173709869384766, -6.9624247550964355, -5.165787696838379, -7.5823469161987305, -4.307618141174316, -7.659106731414795, -7.943474769592285, -5.69513463973999, -6.9565558433532715]"
61OMCRdMORzZKZ5ury05iG,i thought i saw you yesterday but i didn t stop cause you was walking the opposite way i guess i could have shouted out your name but even if it was you i don t know what i would say we can sit and reminisce about the old school maybe share a cigarette because we both fools chop it up and compare perspectives life love stress and setbacks yes you could tell me how hard you had it and you could show me all the scars to back it and we can analyze each complaint break it down and explain these mistakes i make i like to tangle up the strings of the puppetry but you knew me back when i was a younger me you ve seen sean in all types of light and i ve been meaning to ask you if i m doing alright yesterday was that you looked just like you strange things my imagination might do take a breath reflect on what we ve been through or am i just going crazy cause i miss you yesterday was that you looked just like you strange things my imagination might do take a breath reflect on what we ve been through or am i just going crazy cause i miss you i m shook i know i pushed when i should have pulled took it all back if i could i put that on my soul and i would make a top notch good listener if you could block off a little time out to give it here since we went our separate paths i ve hit a couple of snags that remind me of the past i can t front i m having a blast but damned if i ain t afraid of how long it s gonna last sitting here wishing we could kick it give me your opinions i do miss the criticisms i didn t mean to be distant make a visit i ll wait up and keep the coffee brewing in the kitchen but who am i jokin with there s no way that you and i will ever get to re open it it doesn t matter this is more than love and maybe if i m lucky get to see you out the corner of  yesterday was that you looked just like you strange things my imagination might do take a breath reflect on what we ve been through or am i just going crazy cause i miss you yesterday was that you looked just like you strange things my imagination might do take a breath reflect on what we ve been through or am i just going crazy cause i miss you and when you left i didn t see it coming i guess i slept it ain t like you was running you crept out the front door slow and i was so self absorbed i didn t even know and by the the time i looked up it was booked up put it all behind you the bad and the good stuff a whole house full of dreams and steps i think you d be impressed with the pieces i kept you disappeared but the history is still here that s why i try not to cry over spilt beer i can t even get mad that you re gone leaving me was probably the best thing you ever taught me i m sorry it s official i was a fistful i didn t keep it simple chip on the shoulder anger in my veins had so much hatred now it brings me shame never thought about the world without you and i promise that i ll never say another bad word about you i thought i saw you yesterday but i know it wasn t you cause you passed away dad looked just like you strange things my imagination might do take a breath reflect on what we ve been through or am i just going crazy cause i miss you 51,"[-6.014044761657715, -6.06317663192749, -4.627750873565674, -3.242384672164917, -4.216662406921387, -5.30094051361084, -2.790750503540039, -3.570643424987793, -3.9631996154785156, -0.9114248156547546, -4.170804500579834, -5.064428329467773, -4.603766441345215, -5.589444160461426, -4.719339847564697, -7.563398838043213, -4.571697235107422, -5.501468658447266, -3.7614498138427734, -3.643603801727295, -4.738399028778076, -7.463934898376465, -3.0851035118103027, -6.1947808265686035, -3.14115571975708, -0.02977442741394043, -4.777222156524658]"
5E4QZoZzGe9oMMNG5LQ3Jn,as long as i can hit my notes i saw the sun rise then the green grew weaving through the concrete cracks that we cling to as long as i can hit my notes i mma try to keep up with my folks i smelled rain and brought the flash flood with a river of permanent tear drops and rap hugs bad luck played with the effortless so i backed away from quick benefits shed skin of those that spit venomous yeah that s him he s the one that tips generous still tryin to define my description a life with a little spare time for livin but even if i wanna hold the position i gotta go like daddy don t know any different i saw the noon sky look at the snow melt i left most my baggage up in a hotel as long as i can hit my notes i mma travel down that gravel road i heard a bird cry it was pathetic man if you can fly spread feathers like a message as long as i can hit my notes i mma stand on top this box a soap i felt the track slip but didn t pull brakes i m half dead but already got a full plate as long as i can hit my notes3,"[-6.027708530426025, -6.761430740356445, -6.06852912902832, -3.5878043174743652, -3.466078281402588, -5.404653549194336, -6.859045505523682, -7.057869911193848, -4.290748596191406, -1.2006750106811523, -4.02077054977417, -5.248889923095703, -6.0771803855896, -7.26873254776001, -6.006383895874023, -7.381703853607178, -5.252336025238037, -6.49318790435791, -6.411682605743408, -5.882118225097656, -4.546311378479004, -7.363316535949707, -3.5362508296966553, -6.1401286125183105, -5.565070152282715, -0.796910285949707, -6.908576965332031]"
598dQyHEU507NpGagsB80q,alright baby listen they playing our song you want to slow dance with me c mon you can just say no you ain t gotta be a douche about it i was just a kid she was just a kid lost in the mix it didn t matter what we did she used to baby me i was her baby doll i used to chase her around she was my basketball i guess it had to fall i should ve known no model to follow we were both from broken homes but we used to laugh about acting grown up and i could hear her mom in the back yelling hang the phone up a teenage love a teenage love keep up the crush on what it means to us it s okay girl we don t even need to fuck i was the first one to show her what a penis was we used to sit on the park bench and hold hands staying out past dark to feel the romance summer time i was waking up early bounce out the flat little worm get the birdy walk to her house and watch a couple movies kissing on her nipples playing with the coochy whoo that s as far as it ever got pet the spot get her all wet and hot and then it stopped frustration soon after that she broke up with me like boom it s a wrap she said that we were moving too fast no seducing the ass she needed room to relax but hold up now i don t understand all i really wanted was to be your lover man we can wait no pressure i ll be patient she said stop calling me i m taking a vacation so there it was decorated with the wordplay i m at school and i m tryna hide my hurt face she started seeing others but it got worse wait she let my homeboy hit it on the first date  oooh sorry dude makes me wanna sing i wanna sing c mon i don t miss you but i remember you you taught a lesson and for that i give you gratitude i m such a mess with love and sex but i don t fuck around with my best friend s ex nah,"[-6.302045822143555, -3.7020816802978516, -4.155550479888916, -2.450782299041748, -3.1848936080932617, -4.871083736419678, -7.019314289093018, -7.477152347564697, -4.416431903839111, -2.918091297149658, -4.118635654449463, -4.3893208503723145, -4.781040668487549, -6.5586957931518555, -6.845872402191162, -7.938979625701904, -6.035577297210693, -4.394216537475586, -1.710805892944336, -6.46225118637085, -5.633678913116455, -6.9920196533203125, -3.8269128799438477, -6.453129291534424, -4.368739604949951, -2.347301959991455, -7.374260902404785]"
5PN0z8n30Cunx3hgXmC89s,and yo whatever comes up comes out we don t put our hands over our mouth and whatever comes up comes out we don t put our hands over our mouth whatever comes up comes out ayo depending on the day and depending on what i ate i m anywhere from twenty to thirty five pounds overweight i got red eyes and one of em s lazy and they both squint when the sun shines so i look crazy i m albino man i know i m pink and pale and i m hairy as hell everywhere but fingernails i shave a cranium that ain t quite shaped right face type shiny i stay up and write late nights my wardrobe is jeans and faded shirts a mixture of what i like and what i wear to work i m knock kneed and got a neck full of razor bumps i m not the classic profile of what the ladies want you might think i m depressed as can be but when i look in the mirror i see sexy ass me and if that s somethin that you can t respect then that s peace my life s better without you actually to everyone out there who s a little different i say damn a magazine these is god s fingerprints you can call me ugly but can t take nothing from me i am what i am doctor you ain t gotta love me if you would please turn in your bible to beauty tips according to forest whitiker in the third chapter of the third line brother ali would you please read to the choir for me son i mma be all right you ain t gotta be my friend tonight an i mma be okay you would probably bore me anyway i mma be all right you ain t gotta be my friend tonight an i mma be okay you would probably bore me anyway i mma be all right you ain t gotta be my friend tonight an i mma be okay you would probably bore me anyway it s forest whitiker y all forest witiker y all goddamn that boy can sing you must be crazy he good you must be crazy 10,"[-5.635772228240967, -6.295677185058594, -4.600701808929443, -1.3271901607513428, -2.363241672515869, -4.662530422210693, -7.2713470458984375, -8.416213035583496, -5.383885383605957, -3.0027706623077393, -2.3552863597869873, -4.608702659606934, -6.258784770965576, -6.749720573425293, -6.155676364898682, -8.554622650146484, -7.228476524353027, -5.959685802459717, -6.941471099853516, -6.483329772949219, -4.446049690246582, -6.603699207305908, -3.6930766105651855, -6.027278900146484, -7.782120704650879, -4.402097225189209, -7.500607490539551]"
1WPQ1MfGc8KYi4eu0JwjlR,i had a rough day but that s life it happens woke up on a dark side of my mattress i guess i forgot to set my clock overslept almost lost the job then to top it off i m kinda hungry but can t eat till i find my money it s in my wallet but my wallet ain t in my pocket can t remember the last time i saw it and they don t want me in a bad mood afraid that it ll spread and everyone will catch an attitude they got em all singing the same tune thinking i should go and start a fire in the break room co workers make me sick and the manager really ain t shit but i can t quit so i m hiding in the basement holding onto to my face like fuck this place every day can t be the best day do what you can right now don t hesitate that s why we try to make love and get paid take the bad with the good now let s play every day can t be the best day do what you can right now don t hesitate that s why we try to make love and get paid take the bad with the good now let s play hell naw i ain t going to school the teacher s a jerk he must think i m a fool and all the kids mess with each other always all day class warfare up and down the hallways and if you ain t popular nobody talks to ya unless they mocking ya not even bus driver or the hall monitor i might as well climb inside my locker huh it s a bad day bad week and a bad month don t nobody want to trade with my bag lunch someday i mma be so cool but for now i got cheap shoes so i keep losing girls give no love to a poor man it s a prison the clock is warden man it won t get no better when i get home so i listen to the voice in my headphones  every day can t be the best day do what you can right now don t hesitate that s why we try to make love and get paid take the bad with the good now let s play every day can t be the best day do what you can right now don t hesitate that s why we try to make love and get paid take the bad with the good now let s play can t dance with an upset stomach the overdraft notices just kept coming somebody broke into the porch and stole a chair top of your head stopped growing hair broken glass computer crashed the car won t start and the tires went flat dog got loose brought back a dead cat daughter found it and had a panic attack plus you ain t had sex in how long afraid to admit that the fire s all gone the better half is talking about separate you wish you could take it back to yesterday you not alone it s hard as hell but don t waste no time feeling sorry for self we ll be right here with you through your war cause you re the one that we make this music for now turn it up every day can t be the best day do what you can right now don t hesitate that s why we try to make love and get paid take the bad with the good now let s play every day can t be the best day do what you can right now don t hesitate that s why we try to make love and get paid take the bad with the good now let s play14,"[-5.720430850982666, -7.183039665222168, -4.2466912269592285, -2.7163236141204834, -1.9422848224639893, -2.3882148265838623, -6.072840213775635, -6.733913421630859, -3.881303071975708, -2.5534892082214355, -3.180020809173584, -5.019814968109131, -6.01557731628418, -6.228128910064697, -4.2539777755737305, -7.600115776062012, -5.977803707122803, -5.790253639221191, -3.282686471939087, -4.45686149597168, -3.508939027786255, -6.518548011779785, -3.656078577041626, -5.538742542266846, -5.630779266357422, -2.8868026733398438, -7.35308837890625]"
4U5CjTT6uObhD2vwnD4zOF,baby will you be my corona and lime and i will be your main squeeze and if your brother don t like my style we can take it to the street we can take it to the street yo little girls in the city dress up pretty go out and get messed up and shitty girls by the sea dress like hippies and rock love beads and go skinny dippin girls in the hills go day trippin to get their nails done and hair straightened little girls in the 818 get hot when i roll over laurel canyon let me tell you about a girl i know she like hip hop and rock n roll she walk slow down the avenue i ain t met her but i ll get her when i do let me tell you about a girl i love she stay at home cause she hate the club baby butt pretty little features i ain t met her but i ll get her when i see her baby will you be my corona and lime and i will be your main squeeze and if your brother don t like my style we can take it to the street we can take it to the street girls in new york look like giraffes long neck long legs tiny tits and ass girls from l a rock oversized shades and chill all day cause they already paid girls in miami string bikinis bump techno by dj tiesto girls from detroit like electro and dance all night til they break they neck yo  let me tell you about a girl i know she like hip hop and rock n roll let me tell you about a girl i love let me tell you about a girl i love baby will you be my corona and lime and i will be your main squeeze and if your brother don t like my style we can take it to the street we can take it to the street and if your brother don t like my style we can take it to the street we can take it to the street now if you lookin for love won t you put you hands up if you lookin for love won t you put you hands up if you lookin for love then i m lookin for love huh if you lookin for love then i m lookin for love now if you lookin for love won t you put you hands up if you lookin for love won t you put you hands up now if you lookin for love then i m lookin for love huh and this is what i m lookin for let me tell you about a girl i know she like hip hop and rock n roll she walk slow down the avenue i ain t met her but i ll get her when i do let me tell you about a girl i love she stay at home cause she hate the club baby butt pretty little features i ain t met her but i ll get her when i see her baby will you be my corona and lime and i will be your main squeeze and if your brother don t like my style we can take it to the street we can take it to the street baby will you be my corona and lime and i will be your sandy beach and if your brother don t like my style we can take it to the street we can take it to the street5,"[-5.224905490875244, -6.519101142883301, -6.201842308044434, -5.557525634765625, -2.6900405883789062, -5.063169479370117, -5.779322624206543, -5.0971198081970215, -3.715949058532715, -6.180385589599609, -6.009283065795898, -6.9592604637146, -8.244511604309082, -4.765070915222168, -7.321603298187256, -7.6284027099609375, -8.243002891540527, -5.112255096435547, 0.5899835824966431, -7.801725387573242, -4.046788215637207, -8.153579711914062, -5.225270748138428, -7.841395378112793, -7.520359516143799, -6.821449279785156, -6.941365718841553]"
65nE8wKgwg46I4QybkLjIv,lazy days in los angeles if it ain t your parents its the damn police we just want to get our kicks for free we just want to get our kicks for free well i was walking through macarthur park looking for some sugar just to cure my heart and after dark i talk to the cabbie cause he drives me home if i call him daddy and it s alright just as long as i can get high sit back and watch the sunset in the sky i don t know if you know what i mean but it s love in los angeles lazy days in los angeles if it ain t your parents it s the damn police we just want to get our kicks for free we just want to get our kicks for free lazy days in los angeles if it ain t your parents it s the damn police we just want to get our kicks for free we just want to get our kicks for free walking through malibu not a thing to do gotta find a fine young little girl to screw over i never meant to block your sunshine i never meant to block your sunshine i never meant to block your sun i don t know if you know what i mean but it s love in los angeles lazy days in los angeles if it ain t your parents it s the damn police we just want to get our kicks for free we just want to get our kicks for free lazy days in los angeles if it ain t your parents it s the damn police we just want to get our kicks for free we just want to get our kicks for free now everybody clap your hands we gonna do the dirty dance now everybody stomp your feet to the beat we just want to get our kicks for free we just want to get our kicks for free we just want to get our kicks for free i don t know if you know what i mean but it s love in los angeles lazy days in los angeles if it ain t your parents it s the damn police we just want to get our kicks for free we just want to get our kicks for free lazy days in los angeles if it ain t your parents it s the damn police we just want to get our kicks for free we just want to get our kicks for free lazy days in los angeles if it ain t your parents it s the damn police we just want to get our kicks for free we just want to get our kicks for free1,"[-5.324802875518799, -5.678404331207275, -4.630876064300537, -3.9310452938079834, -2.354971408843994, -5.056427955627441, -4.1152448654174805, -4.413482666015625, -0.34642598032951355, -4.578187465667725, -4.368248462677002, -5.797551155090332, -7.133993625640869, -4.406152248382568, -6.983147144317627, -6.836966037750244, -7.537628173828125, -3.677081823348999, 0.31345856189727783, -6.788123607635498, -3.297619342803955, -7.213352680206299, -4.917753219604492, -6.982667446136475, -6.152689456939697, -6.016435146331787, -6.922382354736328]"
5H4qNL38lIfTIfKDj4THf2,so someone take her picture so i don t forget her i wish i had a polaroid so i could remember yo at a party on the hill i popped a pill threw back a shot and started to chill ran into a pretty thing named jane bang she said she liked the way i handled my game i said thanks i like the way you handle my thang she said thanks now thats money in the bank so i walked away towards the bar bumped into a hottie named holly in the hall could ve been a mange e toi but her friend never heard my music before so i walked outside to get a little high when i got a little bump on my side from a fly blue eyed baby with sex on the mind sally s form the valley but sally s still fine hopped in the ride and started to drive she said whats my name i said i dunno jane so someone take her picture so i don t forget her i wish i had a polaroid so i could remember yo uh at a party on the beach i was smokin like cheech scopin out a hot piece of ass i m a creep getting head while the radio speaks popped like the bubble in these sneaks yo jennifer it wasn t monique that chick got dolphins tattooed on her feet last week i seen a best friend undressin a madison in the west end exit cut to breakfast eggs benidict and a fresh pearl necklace legs in the air like a goddamn gymnast please god i beg for forgiveness then she asked if i ve been in memphis i said no but i m a fan of elvis thats where i learned to move my pelvis she said whats my name i said jane  so someone take her picture so i don t forget her i wish i had a polaroid so i could remember yeah yo uh at a party at my crib i can t remember what i did woke up with a semi hard dick and a fat chick three days a week call that a hat trick but everybody knows hockey ain t for black kids they call me shwayze kinda like patrick pinnin every dome in hollywood to the mattress sin in every city la to manhattan grinnin like i m guilty but i dunno what happened so someone take her picture they call me shwayze kinda like patrick so i don t forget her they call me shwayze kinda like patrick i wish i had a polaroid so i can remember they call me shwayze kinda like patrick they call me shwayze so someone take her picture so i don t forget her i wish i had a polaroid so i could remember so someone take her picture so i don t forget her i wish i had a polaroid so i could remember so someone take her picture so i don t forget her i wish i had a polaroid so i could remember so someone take her picture so i don t forget her i wish i had a polaroid so i could remember1,"[-6.21052360534668, -5.699978828430176, -6.114362716674805, -4.0253777503967285, -4.205539703369141, -6.0828447341918945, -5.292579174041748, -5.777568817138672, -0.08258958160877228, -3.4797677993774414, -5.237955093383789, -5.437189102172852, -5.932679653167725, -5.7405900955200195, -6.6644062995910645, -6.144191741943359, -6.760538578033447, -5.636805057525635, -4.859953880310059, -6.318309783935547, -3.871504068374634, -7.134657859802246, -3.7622461318969727, -6.7225141525268555, -4.456043720245361, -4.253970146179199, -6.514479637145996]"
